Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country
日得拉中华校友会,Persatuan Murid-Murid Tua SRJK (C) Chung Hwa Jitra Kedah,,"26, Taman Jitra, Kedah.",Kedah,文教,50,Malaysia
双溪大年新民校友会,Persatuan Murid Tua Sin Min Sungai Petani Kedah,,"10 Jalan Merbok Sungai Petani, Kedah.",Kedah,文教,50,Malaysia
移风剧社,Persatuan Drama Yee Fong Sungai Petani Kedah,,"33, Jalan Dewa, 08000 Sungai Petani, Kedah.",Kedah,文教,50,Malaysia
新光校友会,Persatuan Murid-Murid Tua Sin Kwang Sungai Petani Kedah,,"118, Lorong 1/9, Taman Sri Wang, 08000 Sungai Petani, Kedah.",Kedah,文教,50,Malaysia
双溪大年二条石明德学校校友会,Persatuan Murid-Murid Tua Min Terk,,"930-B, Batu Dua, Jalan Kuala Ketil, 08000 Sungai Petani, Kedah.",Kedah,文教,50,Malaysia
尚正校友会,Persatuan Murid-Murid Tua Sekolah Shang Ching Pandang Serai Kedah,,"LC 36 Jalan Lunas, Padang Serai, Kedah.",Kedah,文教,50,Malaysia
加拉岸幵明校友会,Persatuan Bekas Murid-Murid SekKhai Min Karangan Kedah,,"40, Pekan Karangan, 09700 Karangan, Kedah.",Kedah,文教,50,Malaysia
吉打德教会济阳阁,,Chee Yang Kor Moral Uplifting Society Kedah,"2035, Tongkang Yard, Off Jalan Kota Tanah, 05050 Alor Setar, Kedah.",Kedah,宗教,51,Malaysia
吉打斗母宫九皇大帝庙,Persatuan Penganut Tow Boo Keong Kiu Ong Tai Tay Kedah,,"Lot 1124 Jalan Bangsa, Seberang Jalan Putra, 05150 Alor Setar, Kedah.",Kedah,宗教,51,Malaysia
吉打佛学院,Persatuan Buddhist Kedah,Kedah Buddhist Association,"1961-A, Jalan Telok Wanjah, 05200 Alor Star, Kedah.",Kedah,宗教,51,Malaysia
华玲育智校友会,Persatuan Bekas Pelajar Sekolah Yeok Chee Baling Kedah,,"W(LBB-36), Jalan Shariff, 09000 Baling, Kedah.",Kedah,文教,51,Malaysia
华玲德教会紫华阁,Persatuan Pendidikan Akhlak Chee Wah Kor Baling Kedah,,"33-A, Jalan Shariff, 09100 Baling, Kedah.",Kedah,宗教,51,Malaysia
峨占必力佛教会,Persatuan Ugama Buddha Guar Chempedak Guruk Kedah,,"1 Taman Sri Wangsa, Gua Chempedak, Gurun, Kedah.",Kedah,宗教,51,Malaysia
波各先那佛教会,Persatuan Buddhist Pokok Sena,Pokok Sena Buddhist Association,"139-A, Lorong 6, Kampung Baru, 06400 Pokok Sena, Kedah.",Kedah,宗教,51,Malaysia
法主公神庙,Pertubuhan Penganut Huat Szu Kong Sungai Petani Keda,,"2210, Lorong Mak Yong 1, Taman Ria Jya, 08000 Sungai Petani, Kedah.",Kedah,宗教,51,Malaysia
二条石三山国王善信会,"Pertubuhan Penganut-Penganut San Shan Guo Wang, Batu 2, Sungai Petani",,"721, Batu Dua, 08000 Sungai Petani Kedah.",Kedah,宗教,51,Malaysia
吉打莪仑德教会紫津阁,,Chee Chin Kok Moral Uplifting Society,"33-A, Jalan Jeniang, 08300 Gurun, Kedah.",Kedah,宗教,51,Malaysia
西岭学校校友会,"Persatuan Bekas Murid Sekolah Cina Serdang, Kedah",,"85, Jalan Pecah Batu, 09800 Serdang, Kedah.",Kedah,文教,51,Malaysia
吉打浮罗交怡德教会紫文阁,Persatuan Pendidikan Akhlak Chee Boon Kor ,,"58, Pokok Asam, 07000 Pulau Langkawi, Kedah.",Kedah,宗教,52,Malaysia
吉打亚罗士打蔗芭青山佬祖古庙,Persatuan Pengurusan Tokong Chin Sun Low Chor,,"15-M Kampong Kilang Tebu, Tembak Bunga, 05050 Alor Star, Kedah.",Kedah,宗教,52,Malaysia
吉打广福宫,Kong Hock Keong,,"233-Pengkalan Kundor, 05400 Alor Star, Kedah.",Kedah,宗教,52,Malaysia
吉礁圣教会,Persatuan Sin Kow Hooi Alor Setar Kedah,,"52/53 Batu 2, Jalan Langgar, 05100 Alor Setar, Kedah.",Kedah,宗教,52,Malaysia
吉打樟仑佛教会,Persatuan Buddist Changlun,Changlun Buddhist Association,"87, Taman Changlun, Jalan Sintok, 06010 Changlun, Kedah.",Kedah,宗教,52,Malaysia
吉打双溪大年甘边园斗母宫理事会,"Pertubuhan Penganut Agama Buddha Dou Mu Gong Jiu Hwang Da Ti. Kampung Kean Peng. Sg Petani, Kedah",,"516, Kampung Kean Peng, Pekan Lama, 08000 Sungai Petani, Kedah.",Kedah,宗教,52,Malaysia
吉打樟仑普救寺,Pertubuhan Penganut Ajaran Phoo Kiu Se,,"Tokong Phoo Kiu Se, Jalan Sintol, 06010 Changlun, Kedah.",Kedah,宗教,52,Malaysia
吉南三巴央广福宫,"Jawatankuasa Pengurusan Tokong Kwong Hock Keong, junjong","The Committee Of Management Of Kwong Hock Keong, Junjong","139, Pekan Junjong, 09000 Kulim, Kedah.",Kedah,宗教,52,Malaysia
吉南德教会紫翰阁,,Chee Han Kor Moral Uplifting Society South Kedah,"358, Kelang Sago, 09000 Kulim, Kedah.",Kedah,宗教,52,Malaysia
吉南巴东色海德教会紫天阁,,Chee Thean Hkor Moral Uplifting Society,"Jalan Baling, 09400 Padang Serai, Kedah.",Kedah,宗教,52,Malaysia
吉打华玲德教会紫华阁,Persatuan Pendidikan Akhlak Chee Wan Kor,,"33-A, Jalan Shariff, 90100 Baling, Kedah.",Kedah,宗教,52,Malaysia
吉南司南马德教会振成阁,Persatuan Amal Chin Shen Khor,,"77, Jalan Raya, 09810 Selama, Kedah.",Kedah,宗教,52,Malaysia
马来西亚创价会吉打州分会,Persatuan Soka Gakkai Malaysia (Cawangan Kedah),,"55, Komplek Alor Malal Batu 2, Jalan Langgar, 05460 Alor Setar, Kedah.",Kedah,宗教,53,Malaysia
日得拉灵兴庙,Rumah Berhala Leng Heng Meow,Leng Heng Meow Temple,"Jalan Dato Seri Osman Aroff, 06000 Jitra, Kedah.",Kedah,宗教,53,Malaysia
吉中双溪大年德教会紫修阁,,Chee Siew Kok Moral Uplifting Society,"390, Taman lntan, 08000 Sungai Petani, Kedah.",Kedah,宗教,53,Malaysia
吉中佛教会,Persatuan Buddhist Kedah Tengah,Central Kedah Buddhist Association,"5-F, Jalan Kampung Baru, 08000 Sungai Petani, Kedah.",Kedah,宗教,53,Malaysia
吉中徳教会立善阁,Persatuan Pendidikan Akhlak Lip Seang Kor,,"188, Air Mendidih, Jalan Badlishah,  08000 Sungai Petani, Kedah.",Kedah,宗教,53,Malaysia
吉中庆隆花园福德祠理事会,Pertubuhan Pengikut Tokong Hock Teik Soo Taman Keladi,,"1, Lorong Angsana 1, Taman Keladi, 08000 Sungai Petani, Kedah.",Kedah,宗教,53,Malaysia
居林佛恩功德会,Pertubuhan Bakti Fo En Bandar Kulim Kedah,,"74 Lorong Semarak 3, Taman Semarak, 09000 Kulim, Kedah.",Kedah,宗教,53,Malaysia
居林菩提连社,Pertubuhan Pu Ti Lian She Kulim Kedah,,"Lot 17, Lorong Sekolah Convent Jalan Bukit Awi, 09000 Kulim, Kedah.",Kedah,宗教,53,Malaysia
吉南西岭德教会紫峰阁,,Chee Hong Khor Moral Uplifting Society,"106-C, Jalan Raya, 09800 Serdang Kedah.",Kedah,宗教,53,Malaysia
加拉岸永来观音庙,Persataun Penganut Dewa Eng Lai Kuan In Pekan Karangan,,"165, Pekan Karangan, 09700 Karangan, Kedah.",Kedah,宗教,53,Malaysia
麻坑大伯公理事会,Pertubuhan Penganut Tai Pak Kong,,"Lot 908, Tepi Sungai Kerian, 09500 Karangan, Pekan Mahang, Kulim, Kedah.",Kedah,宗教,53,Malaysia
居邦慈音佛学会,Pertubuhan Buddhist Tze Yin Kupang Baling,,"99, Jalan Gadek, Kupang, Baling, Kedah.",Kedah,宗教,53,Malaysia
真佛宗法显堂,Pertubuhan Chen Fo Cong Fa Xian Tang Alor Setar Kedah,,"K-20 Rumah Kedai Perumahan Awam Mergong, 051510 Alor Setar, Kedah.",Kedah,宗教,54,Malaysia
亚罗士打道德会,Pertubuhan Akhlak Tao Alor Setar,,"1A, Jalan Tokong Simpang Kuala, Alor Setar, Kedah.",Kedah,宗教,54,Malaysia
真耶苏教会,Gereja Jesus Benar Alor Setar Kedah,,"1073 Bee Bee Park, 05400 Alor Setar, Kedah.",Kedah,宗教,54,Malaysia
元真坛,Pertubuhan Pengajian Tao (Yen Chern),,"1111, Lorong Pekaka, Jalan Tunku Abdul Halim, 05100 Jalan Terok Wanjau, Alor Star, Kedah.",Kedah,宗教,54,Malaysia
新文英佛教会,Persatuan Agama Buddha Semeiling Kedah,,"106 Kg. Baru Semeling, 08100 Bedong, Kedah.",Kedah,宗教,54,Malaysia
水莲南无观世音菩萨,Pertubuhan Penganut Ajaran Chui Lean Nam Mo Kwan Si Yin Pu Sat Sungai Petani Kedah,,"29, Taman Indah, 08000 Sungai Petani, Kedah.",Kedah,宗教,54,Malaysia
双溪大年新街场新公市莱菜市及各业圣王公理事会,Persatuan Penganut Tokong Seah Ong Kong Pasar,,"84-K, Jalan Pengam, Pekan Baru, 08000 Sungai Petani, Kedah.",Kedah,宗教,54,Malaysia
双溪大年老街场斗母宫,Pertubuhan Penganut Tow Boo Keong Pekan Lama Sungai Petani Kedah,,"424 B, Pekan Lama, 08000 Sungai Petani, Kedah.",Kedah,宗教,54,Malaysia
元帅宫,Pertubuhan Penganut Yuen Shuai Gong Jalan Huang Da Di,,"649, Lorong 96, Taman Ria, 08000 Sungai Petani, Kedah.",Kedah,宗教,54,Malaysia
三巴央佛教会,Persatuan Penganut Agama Buddha,Junjong Buddhist Association,"Plot 25, Lot 416, Mukim Junjong, 09000 Kulim, Kedah.",Kedah,宗教,54,Malaysia
真佛宗北马同修会,Pertubuhan Penganut Buddha Chen Foh Chong Kedah Selatan,,"18 Tingkat 2, Jalan Selasih, Taman Semarak, 09000 Kulim, Kedah.",Kedah,宗教,54,Malaysia
日得拉玉皇大帝庙,Persatuan Penganut Dewa Gek Hong Tai Tee Kedah Utara,,"Jitra, Kedah",Kedah,宗教,54,Malaysia
吉北高岭佛教会,Persatuan Buddhist Kodiang Kedah,,"118D, Taman Hossana, Jalan Changlua, 06100 Kodiang, Kedah.",Kedah,宗教,55,Malaysia
吉北业余乒乓公会,Persatuan Ping Pong Amatur Kedah Utara,North Kedah Amateur Table Tennis Association,"14,  Jalan Sinaran 4, Taman Sinaran, Jalan Kuala Kedah, 06600 Alor Star, Kedah.",Kedah,体育联谊,55,Malaysia
巴东昔拉庆兴庙,Pertubuhan Penganut Dewan Keng Heng Hong Beow Padang Sera,,"Dewan Keng Hong Beow Padang Sera, 06100 Kodiang, Kedah.",Kedah,宗教,55,Malaysia
吉北篮球公会,Persatuan Bola Keranjang Kedah Utara,,"41, Taman Kristal, Kawasan Perindustrian Ringan Mergong, Sbg Jalan Putra, 05150 Alor Setar, Kedah.",Kedah,体育联谊,55,Malaysia
吉北艺术协会,Persatuan Kesenian Kedah Utara,North Kedah Art Association,"501-A, 1st Floor, Jalan Pintu 10, 05100 Alor Star, Kedah.",Kedah,体育联谊,55,Malaysia
吉北象棋公会,Persatuan Xiang Qi Kedah Utara,,"c/o 3-D 3rd Floor Kompleks Star Parade, 05000 Alor Star, Kedah.",Kedah,体育联谊,55,Malaysia
吉北太极气功十八式体育总会,Persatuan Sukan Taiji Qi Gong Kedah Utara,,"145 Taman Derga Jaya, Jalan Datok Kumbar, 08000 Kedah, ",Kedah,体育联谊,55,Malaysia
竹城沤孟兰胜会,"Pertubuhan Khairat Kematian Kaum Cina Kota Sarang Semut MK Sla Kecil Alor Star, Kedah",,"43, Jalan Pengkalan Kapal, Kota Sarang Semut, Alor Star, Kedah. ",Kedah,宗教,55,Malaysia
高拉武拉华人体育会,Kuala Muda Chinese Recreation Club Sungai Petani,,"1, Jalan Petri, 08000 Sungai Petani, Kedah.",Kedah,体育联谊,55,Malaysia
吉打鹤翔庄气功协会,Persatuan Hexiang Zhuang Qigong Kedah,,"739-B, Jalan Bakar Sampah,  08000 Sungai Petani, Kedah.",Kedah,体育联谊,55,Malaysia
本同佛教会,Persatuan Buddhist Pendang Kedah,,"43 Jalan Titi Lama, 06700 Pendang, Kedah.",Kedah,宗教,55,Malaysia
吉打州业余排球总会,Persatuan Bola Tampar Amatur Kedah,Kedah Amateur Volleyball Association,"37-R, Seberang Jalan Putera l, 05150 Alor Setar, Kedah.",Kedah,体育联谊,56,Malaysia
亚罗士打精武体育会,Persatuan Sukan Chin Woo Alor Setar,,"13, Taman Pelangi, Mergong, 05150 Alor Setar, Kedah.",Kedah,体育联谊,56,Malaysia
同侨俱乐部,Thong Khew Ku Lok Poo,,"314, Jalan Lumpur, 05100 Alor Setar, Kedah.",Kedah,体育联谊,56,Malaysia
吉打少林武术馆,Persatuan Seni Mempertahankan Diri Sao Um Negeri Kedah,,"A-88, Taman Wira, Jalan Puyu 1,  Mergong, 05350 Alor Star, Kedah.",Kedah,体育联谊,56,Malaysia
吉打州太极气功十八式总会,Persatuan Taiji Qi Gong Bercorak 18 Negeri Kedah,,"393-C, Jalan Pintu Sepuluh, Jalan Putra, 05100 Alor Setar, Kedah.",Kedah,体育联谊,56,Malaysia
吉打集友倶乐部,Pert Chip Ewe Kok Lok Por,,"28 Jalan Station, Alor Setar, Kedah.",Kedah,体育联谊,56,Malaysia
吉打中华体育会,Kelab Rekreasi Orang-Orang Tiong Hua Kedah,Kedah Chinese Recreation Club,"4, Jalan Setesen, 05000 Alor Setar, Kedah.",Kedah,体育联谊,56,Malaysia
吉州象棋公会,Persatuan Xiang Qi Kedah,,"3D 3rd Floor Kompleks Star Parade, 05000 Alor Star, Kedah.",Kedah,体育联谊,56,Malaysia
吉打羽球公会,Persatuan Badminton Kedah,Kedah Badminton Association,"55-D, Taman Lam Sun, Telok Wanjah, 05200 Alor Star, Kedah.",Kedah,体育联谊,56,Malaysia
联友团结会,Persatuan Lean Yew Sungai Petani Kedah,,"41, Tingkat 2, Jalan Kuala Ketil, Sungai Petani, Kedah.",Kedah,体育联谊,56,Malaysia
吉中象棋公会,Persatuan Catur Cina Kedah Tengah,Central Kedah Chinese Chess Association Sungai Petani,"84 T, Jalan Pegam, Pekan Lama, 08000 Sungai Petani, Kedah.",Kedah,体育联谊,56,Malaysia
吉南华人体育会,Kelab Penghiburan Orang-Orang Tionghu,South Kedah Chinese Recreation Club,"11, Taman Tasik Putra, 09000 Kulim, Kedah.",Kedah,体育联谊,56,Malaysia
浮罗交怡华人体育会,Kelab Rekreasi Tiong Hua Langkawi Kedah,,"217 Taman Langkawi, 07000 Langkawi, Kedah.",Kedah,体育联谊,57,Malaysia
浮罗交怡华人高尔夫球公会,Persatuan Remain Golf Orang Tiong Hua Langkawi Kedah,,"10 Pekan Kuah, 07000 Langkawi, Kedah.",Kedah,体育联谊,57,Malaysia
浮罗交怡中华会馆,Chung Hwa Hoay Kuan Kedah,,"12 Pekan Kuah, 07000 Langkawi, Kedah.",Kedah,慈善福利,57,Malaysia
巴东昔拉义务消防队,Pasukan Bomba Sukarela Padang Sera,,"37, Padang Sera, 06100 Kodiang, Kedah.",Kedah,慈善福利,57,Malaysia
高岭广东公冢,Persatuan Jawatankuasa Pengurusan Tanah Perkuburan Kwantung Kodiang Kedah,,"15, Taman Bahagia, Jalan Perlis, 06100 Kodiang, Kedah.",Kedah,慈善福利,57,Malaysia
吉北哥打士打业余排球公会,Persatuan Bola Tampar Amatur Kota Setar,Amateur Volleyball Association,"40, Taman Bunga Raya, Lorong Bunga Raya 10, 05050 Alor Star, Kedah.",Kedah,体育联谊,57,Malaysia
吉北业余排球公会,Persatuan Bola Tampar Amatur Kedah Utara,North Kedah Amateur Volleyball Association,"211-A, Taman Berjaya, 05050 Alor Star, Kedah.",Kedah,体育联谊,57,Malaysia
端影义务消防队,Pasokan Bomba Sukarela Pekan Tunjang Kedah,,"36, Pekan Tunjang, 06000 Jitra, Kedah.",Kedah,慈善福利,57,Malaysia
浮罗玉及文曼华人义山理事会,Jawatankuasa Perkuburan Orang-Orang Cina,,"Pulau Nyior & Gemban, Jitra, Kedah.",Kedah,慈善福利,57,Malaysia
福龙山坟山小组,Persatuan Hokkien Kedah Selatan,,"291, Jalan Pasar 09000 Kulim, Kedah.",Kedah,慈善福利,57,Malaysia
波各先那互助会,"Persatuan Kebajikan Penduduk Kampung Baru Pokok Sena, Kedah",,"181-A, Lorong 4 Kiri, 06400 Pokok Sena, Kedah. ",Kedah,慈善福利,57,Malaysia
福泉安公冢,Perkuburan Hock Chuan An Jerlun,,"Pekan Jerlun Mk, 01150 Jerlun, Kedah.",Kedah,慈善福利,57,Malaysia
吉北老新港广东公冢理事会,Pertubuhan Perkuburan Kwang Tung Kedah Utara,,"67, Telagar Juan, Kubang Rotan, 06250 Alor Setar, Kedah.",Kedah,慈善福利,58,Malaysia
吉打高岭福建公冢理事会,Jawatankuasa Tanah Perkuburan Hokkien Kodiang Kedah,,"99, Railway Station, 06100 Kodiang, Kedah.",Kedah,慈善福利,58,Malaysia
吉打高岭义务消防队,Pasukan Bomba Sukarela Mukim Keplu,,"99, Railway Station, 06100 Kodiang, Kedah.",Kedah,慈善福利,58,Malaysia
吉打多皆华人公冢,Tanah Perkuburan Orang-orang China Tokai,,"c/o M.C.A. Cawangan Tokai, Pekan Tokai, 06660 Alor Star, Kedah.",Kedah,慈善福利,58,Malaysia
吉北皂礼山华人公冢理事会,Persatuan Jawatankuasa Pengurusan Tanah Perkuburan Orang-Orang Awam Cina Bukit Choras Kedah,,"Seng Wor Ricemill, Bukit Besar, Kota Sarang Semut, 06800 Alor Star, Kedah.",Kedah,慈善福利,58,Malaysia
吉打十字港华联公会,Persatuan Kebajian Orang-orang Tionghua Simpang Kedah.,,"Dewan Tokong Kee Tian Kung, Jalan Tokai Simpang Empat, 06050 Alor Star, Kedah.",Kedah,慈善福利,58,Malaysia
吉打波各先那义务消防队,Persatuan Bomba Sukarela Pokok Sena,,"Lot 47, Kg. Jalan Pahchor, 06400 Pokok Sena, Alor Star, Kedah.",Kedah,慈善福利,58,Malaysia
吉打居林永爱之家,Persatuan Bakti Yong Ai Daerah Kulim Kedah,,"121 Lorong Semarak 1, Taman Semaeak, 09000 Kulim, Kedah.",Kedah,慈善福利,58,Malaysia
华联公会第一及第二公冢,Persatuan Hwa Lian Pendang,,"Bangunan Persatuan Hwa Lian, 06700 Pendang, Kedah.",Kedah,慈善福利,58,Malaysia
瓜拉民浪华人义山,Perkubuhan Cina Kuala Nerang,,,Kedah,慈善福利,58,Malaysia
吉玻海南会馆公冢,Tanah Kubur Persatuan Hainan Kedah / Perlis Pokok Sena Mukim Jabi Lot 1342,,,Kedah,慈善福利,58,Malaysia
吉打莪仑华人公冢理事会,Perkuburan Perkuburan Cina Gurun Kedah,,,Kedah,慈善福利,58,Malaysia
吉打双弄广东华人公冢,Persaluon Pengurusan Tanah Perkuburan,,"150 Kuala Sanglang, Sing Cheong Chong, 06150 Kualo Sanglang, Kedah.",Kedah,慈善福利,59,Malaysia
稜幹社,Leng Kan Seah,,"189, Jalan Penjara Lamaz 05000 Alor Star, Kedah.",Kedah,慈善福利,59,Malaysia
弥勒爱心会,Pertubuhan Penyokong Mi Leh Aixin,,"25-A, Lorong Lintang Off Jalan Merpati, 05200 Alor Star, Kedah.",Kedah,慈善福利,59,Malaysia
吉打武吉槟榔弄拐山华人公冢理事会,Jawatankuasa Pengurus Tanah Perkuburan Orang Orang Awam Cina Bukit Pinang Kedah,,"245 Bukit Pinang, Kedah.",Kedah,慈善福利,59,Malaysia
吉打新文英玉帝宫华人公冢暨篮督公理事会,Rumah Berhala Yok Teh Keong Dan TanahPerkuburan,,"Awam China Serta Keramat Semeling, Kedah.",Kedah,慈善福利,59,Malaysia
吉中善行会,Pertubuhan Derma Bakti Kedah Tengah,,"21, Jalan Merbok, 08000 Sungai Petani, Kedah.",Kedah,慈善福利,59,Malaysia
明修善社,Beng Slew Sean Siah,,"68, Jalan Kuala Ketil Pekan Lama, 08000 Sungai Petani, Kedah.",Kedah,慈善福利,59,Malaysia
仁岭福德祠华人公冢,Perkuburan Cina Tokong Hock Teik Soo Jeniang,,"Tokong Hock Teik Soo, Jeniang, 08700 Jeniang, Kedah.",Kedah,慈善福利,59,Malaysia
吉南拉岸华人义山,Perkuburan Orang Cina Karangan,,"88-A, Dewan Orang Ramai, Karangan, 09700 Kulim, Kedah.",Kedah,慈善福利,59,Malaysia
吉南韩江公会,,Hang Kang Association& Kedah,"29, Jalan Raya, 09000 Kulim, Kedah.",Kedah,慈善福利,59,Malaysia
加拉岸义务消防队,Persatuan Pasukan Bomba Sukarela Karangan,,"101, Pekan Karangan, 09700 Karangan, Kedah.",Kedah,慈善福利,59,Malaysia
吉南双溪吉舌於列华人公冢,,Sungai Kecil llir Chinese Cemetery,,Kedah,慈善福利,59,Malaysia
樟仑义务消防队,Pasukan Bomba Sukarela Changlun,,"4, Jalan Kodiang, Pekan Baru, 06010 Changlun, Kedah.",Kedah,慈善福利,60,Malaysia
巴东昔拉华人义山公会,Persatuan Pengurusan Tanah Perkubuhan Cina Padang Sera,,"10 Padang Sera 06100 Kodiang, Kedah.",Kedah,慈善福利,60,Malaysia
亚罗士打默贡珍珠园华裔居民协会,Persatuan Penduduk-Penduduk Cina Taman Mutiara Mergong,,"58, Taman Mutiara Mergong 05150 Alor Star, Kedah.",Kedah,慈善福利,60,Malaysia
亚罗士打泾慈善福利中心,Pertubuhan Kebajikan San Sheng Alor Star,,"16, Taman Putra Jaya, Jalan Tanjung Bebdahara, 05300 Alor Star, Kedah.",Kedah,慈善福利,60,Malaysia
亚罗士打PKNK园华人福利组,Persatuan Kebajaka Tiong Hua Taman PKNK Alor Setar,,"2150 Taman PKNK, Alor Malai, 05200 Alor Setar, Kedah.",Kedah,慈善福利,60,Malaysia
樟仑福建义冢,"Lembaga Pengurus Kubor Orang-orang Hokian Changlun, Kedah",,"34, Pekan Lama Changlun, 06010, Jitra, Kedah.",Kedah,慈善福利,60,Malaysia
樟仑天主堂理事会,"Jawatan Kuasa Gereja Katholik Changloon, Kedah Ng Ngen Fatt",Parish Church Council,"No.69 A, Kg. Baru, Pekan Baru, 06010 Changlun, Kedah.",Kedah,慈善福利,60,Malaysia
武吉茹椒华人理事会,Persatuan Joo Hua Bukit Junun Kedah,,"Jalan Kilang Kecil, Bukit Junun, 06720 Kedah.",Kedah,慈善福利,60,Malaysia
曾乃福德祠义山,Perkuburan Hock Teik Soo Lunas,,"No.286, Jalan Sungai Lunas, Kedah.",Kedah,慈善福利,60,Malaysia
巴东色海华人义山理事会,Pawatankuasa Perkuburan Orang-Orang Cina Padang Serai Kedah,,"D/A L. C. 36 Jalan Lunas, Padang Serai, Kedah.",Kedah,慈善福利,60,Malaysia
西领华人义山委员会,Pertubuhan Jawatankuasa Pengurusan Tanah Perku-buran Cina Serdang Kedah,,"93 Main Road, 09800 Serdang, Kedah.",Kedah,慈善福利,60,Malaysia
武吉槟榔华人公冢,"Jawatankuasa Pengurus Tanah Perkuburan Orang-orang Awam China Bkt Pinang, Kedah",,,Kedah,慈善福利,60,Malaysia
马来西亚青年运动(青运)吉打州,Pengerakan Pemuda Malaysia Cawangan Negeri Kedah,Young Malaysians Movement (YMM) Kedah,"499, Tingkat Alas, Jalan Kenanga 13, Taman Sri Ampang, 05050 Alor Setar, Kedah.",Kedah,青年妇女,61,Malaysia
巴东伦武华人公冢理事会,Pertubuhan Perkuburan Orang-Orang Cina Padang Lembu,,"18K, Padang Lembu, 08330 Gurun, Kedah.",Kedah,慈善福利,61,Malaysia
爪美福建公冢,Perkuburan Orang-orang Cina Hokkien,,,Kedah,慈善福利,61,Malaysia
北马永春会馆,Northern Malaya Eng Choon Association,,"No. 731 Jalan Dato Kramat, 2nd Floor, 10460 Pulau Pinang.",Penang,地缘,62,Malaysia
槟城州华人公会,,State Chinese Penang Association,"13, Jalan Perakz 10150 Penang.",Penang,综合,62,Malaysia
北马永定同乡会,Pertubuhan Yungting Utara Semenanjung,North Peninsula Malaysia Yungting Association,"1st Floor No.91, Jalan Siam, 10400 Pulau Pinang.",Penang,地缘,62,Malaysia
北马琼乐同乡会,Persatuan Kheng Loke,Kheng Loke Association,"77, Jalan Siam, 10400 Pulau Pinang.",Penang,地缘,62,Malaysia
北马鹤山会馆,North Malaya Hok San Addsociation,,"30- C, Siam Road, 10400 Pulau Pinang.",Penang,地缘,62,Malaysia
北马潮安同乡会,The Nouth Malays Teo Aun Provincial Association,,"29, Jalan Sg. Uiong, 10100 Penang.",Penang,地缘,62,Malaysia
北马惠来同乡会,Hooi Lye Tung Hneoh Hoay,,"43, Lebuh Kimberley, 10100 Pulau Pinang.",Penang,地缘,62,Malaysia
槟州华人大会堂,Dewan Perhimpunann Cine Pulau Pinang,Penang Chinese Town Hall,"22, Jalan Masjid Kapitan Keling, 10200 Pulau Pinang.",Penang,综合,62,Malaysia
北海海南会馆,Persatuan Hainan Butterworth,,"3914, Jalan Bagan Luar, 12000 Butterworth.",Penang,地缘,62,Malaysia
北马广西会馆,Persatuan Kwangsi Utara (M),,"147, Tingkat Kurau 4, Chai Leng Park, 13700 Seberang Prai.",Penang,地缘,62,Malaysia
槟城浮罗山背福建会馆,Persatuan Hokkien Balik Pulau,Hokkien Kang Hoay Balik Pulau,"C/O Choo San See Temple, Balik Pulau, Pulau Pinang.",Penang,地缘,63,Malaysia
槟城安溪会馆,"Un Khuay Hoey Kuan, Penang",,"201, Jalan Macalister, 10450 Pulau Pinang.",Penang,地缘,63,Malaysia
